,kPa,kPa,kPa,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol
DateTime,Water potential (1.30 from tree),,,Soil Mositure (1m from tree),,,,Soil Mositure (3m from tree),,,,Soil Mositure (8m from tree),,,
DateTime,25 cm,50 cm,75 cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm
12/10/2011 09:00,3.52,4.35,4.96,11.11%,8.95%,8.13%,8.68%,7.74%,10.04%,3.85%,13.90%,7.79%,11.53%,12.36%,12.36%
12/10/2011 10:00,3.52,4.37,4.97,11.05%,8.94%,8.09%,8.60%,7.64%,9.98%,3.93%,13.93%,7.89%,11.48%,12.43%,12.55%
12/10/2011 11:00,3.52,4.37,4.97,11.09%,9.04%,8.31%,8.60%,7.72%,10.16%,3.91%,14.01%,7.80%,11.37%,12.39%,12.54%
12/10/2011 12:00,3.52,4.37,4.98,11.09%,9.04%,8.22%,8.59%,7.71%,9.94%,3.98%,13.98%,7.91%,11.48%,12.39%,12.45%
12/10/2011 13:00,3.52,4.38,4.98,11.12%,9.08%,8.18%,8.60%,7.72%,10.18%,3.98%,13.98%,7.68%,11.44%,12.28%,12.52%
12/10/2011 14:00,3.52,4.39,5,11.04%,9.00%,8.20%,8.60%,7.78%,9.98%,3.99%,14.01%,7.61%,11.48%,12.31%,12.43%
12/10/2011 15:00,3.52,4.39,5.02,10.94%,9.02%,8.21%,8.55%,7.55%,9.93%,3.91%,13.93%,7.64%,11.56%,12.31%,12.48%
12/10/2011 16:00,3.52,4.4,5.04,11.02%,8.99%,8.03%,8.59%,7.84%,9.97%,4.04%,13.98%,7.78%,11.44%,12.28%,12.30%
12/10/2011 17:00,3.52,4.4,5.04,11.02%,8.93%,8.12%,8.64%,7.93%,10.12%,4.16%,14.01%,7.91%,11.48%,12.39%,12.34%
12/10/2011 18:00,3.52,4.41,5.04,10.88%,9.11%,8.20%,8.68%,7.58%,9.97%,3.97%,14.01%,7.86%,11.52%,12.39%,12.34%
12/10/2011 19:00,3.51,4.4,5.03,11.01%,9.11%,8.30%,8.50%,7.68%,9.99%,4.04%,14.01%,7.96%,11.53%,12.34%,12.34%
12/10/2011 20:00,3.52,4.4,5.03,11.04%,9.11%,8.30%,8.64%,7.83%,9.96%,3.98%,14.01%,7.85%,11.56%,12.39%,12.34%
12/10/2011 21:00,3.52,4.38,5,10.98%,8.93%,8.22%,8.68%,7.80%,10.11%,3.96%,14.01%,7.87%,11.52%,12.42%,12.34%
12/10/2011 22:00,3.52,4.37,4.97,11.23%,9.11%,8.25%,8.64%,7.85%,9.95%,4.04%,13.91%,7.97%,11.52%,12.46%,12.34%
12/10/2011 23:00,3.53,4.37,4.98,11.24%,8.93%,8.17%,8.64%,7.67%,10.00%,3.98%,13.83%,7.97%,11.52%,12.45%,12.34%
13/10/2011 00:00,3.52,4.36,4.97,11.12%,9.02%,8.30%,8.68%,7.81%,10.00%,3.98%,13.91%,8.13%,11.44%,12.45%,12.30%
13/10/2011 01:00,3.52,4.38,4.98,11.09%,9.02%,8.22%,8.64%,7.93%,10.04%,4.09%,13.83%,7.95%,11.48%,12.41%,12.34%
13/10/2011 02:00,3.52,4.37,4.98,11.17%,9.08%,8.22%,8.68%,7.71%,10.01%,4.10%,14.01%,8.08%,11.52%,12.45%,12.34%
13/10/2011 03:00,3.53,4.37,4.98,11.09%,9.02%,8.42%,8.68%,7.82%,9.93%,3.98%,13.91%,7.92%,11.49%,12.42%,12.34%
13/10/2011 04:00,3.53,4.37,4.97,11.09%,9.08%,8.16%,8.64%,7.67%,10.01%,3.85%,13.74%,7.92%,11.60%,12.41%,12.34%
13/10/2011 05:00,3.52,4.36,4.97,11.20%,8.96%,8.07%,8.63%,7.71%,9.97%,4.04%,13.83%,7.71%,11.48%,12.51%,12.34%
13/10/2011 06:00,3.52,4.36,4.97,11.15%,9.04%,8.25%,8.63%,7.94%,9.97%,4.04%,13.83%,7.82%,11.45%,12.45%,12.34%
13/10/2011 07:00,3.52,4.36,4.96,11.18%,9.00%,8.34%,8.68%,7.94%,9.86%,4.04%,13.79%,7.92%,11.55%,12.41%,12.34%
13/10/2011 08:00,3.52,4.36,4.96,11.24%,9.00%,8.13%,8.68%,7.89%,9.86%,3.91%,13.66%,7.92%,11.67%,12.45%,12.34%
13/10/2011 09:00,3.53,4.37,4.97,11.14%,8.97%,8.24%,8.68%,7.87%,9.97%,4.11%,13.76%,7.78%,11.47%,12.41%,12.34%
13/10/2011 10:00,3.53,4.37,4.97,10.98%,8.99%,8.30%,8.68%,7.64%,10.18%,3.91%,13.76%,7.84%,11.41%,12.37%,12.34%
13/10/2011 11:00,3.51,4.36,4.97,11.05%,8.99%,8.30%,8.68%,7.95%,9.97%,3.91%,13.76%,7.74%,11.48%,12.49%,12.34%
13/10/2011 12:00,3.52,4.37,4.98,11.07%,9.00%,8.22%,8.68%,7.65%,10.18%,3.98%,13.74%,7.47%,11.41%,12.41%,12.25%
13/10/2011 13:00,3.52,4.38,4.98,11.05%,8.97%,8.38%,8.68%,7.51%,10.10%,3.98%,13.71%,7.52%,11.48%,12.45%,12.34%
13/10/2011 14:00,3.52,4.39,5,11.07%,8.90%,8.21%,8.68%,8.08%,9.97%,3.85%,13.76%,7.82%,11.48%,12.45%,12.16%
13/10/2011 15:00,3.51,4.4,5.03,11.02%,9.11%,8.29%,8.68%,7.98%,9.97%,3.98%,13.76%,7.88%,11.36%,12.37%,12.13%
13/10/2011 16:00,3.52,4.41,5.04,10.94%,9.08%,8.13%,8.68%,7.60%,10.04%,3.98%,13.71%,7.95%,11.40%,12.45%,12.09%
13/10/2011 17:00,3.52,4.41,5.04,10.96%,9.08%,8.25%,8.68%,7.57%,9.96%,4.09%,13.76%,7.88%,11.56%,12.49%,12.13%
13/10/2011 18:00,3.52,4.41,5.04,11.07%,9.11%,8.30%,8.68%,7.81%,9.95%,4.03%,13.71%,7.79%,11.37%,12.41%,12.13%
13/10/2011 19:00,3.52,4.4,5.04,11.12%,8.94%,8.34%,8.68%,7.88%,10.07%,4.09%,13.76%,7.98%,11.51%,12.37%,12.13%
13/10/2011 20:00,3.52,4.41,5.04,10.99%,9.11%,8.47%,8.58%,7.84%,10.11%,4.08%,13.76%,7.92%,11.57%,12.54%,12.13%
13/10/2011 21:00,3.52,4.39,5,11.07%,8.94%,8.22%,8.68%,7.80%,10.00%,3.90%,13.72%,7.98%,11.47%,12.49%,12.13%
13/10/2011 22:00,3.53,4.38,4.98,11.20%,9.11%,8.16%,8.68%,7.76%,10.06%,4.02%,13.74%,7.95%,11.29%,12.45%,12.13%
13/10/2011 23:00,3.53,4.38,4.98,11.15%,9.11%,8.24%,8.58%,7.80%,10.15%,3.97%,13.76%,8.00%,11.41%,12.49%,12.13%
14/10/2011 00:00,3.54,4.38,4.99,11.09%,9.02%,8.29%,8.68%,7.92%,9.92%,4.09%,13.79%,8.03%,11.49%,12.37%,12.13%
14/10/2011 01:00,3.52,4.37,4.98,11.17%,9.08%,8.17%,8.53%,7.77%,9.83%,4.03%,13.82%,8.01%,11.56%,12.49%,12.13%
14/10/2011 02:00,3.52,4.37,4.98,11.17%,8.94%,8.21%,8.68%,7.62%,10.08%,3.98%,13.76%,7.92%,11.48%,12.42%,12.13%
14/10/2011 03:00,3.53,4.37,4.97,11.17%,9.04%,8.08%,8.68%,7.71%,10.08%,3.98%,13.80%,7.92%,11.44%,12.41%,12.13%
14/10/2011 04:00,3.53,4.37,4.98,11.09%,9.08%,8.22%,8.49%,7.85%,9.84%,3.97%,13.82%,7.70%,11.49%,12.37%,12.13%
14/10/2011 05:00,3.53,4.37,4.97,11.09%,8.95%,8.38%,8.68%,7.96%,10.07%,4.04%,13.83%,7.86%,11.50%,12.41%,12.13%
14/10/2011 06:00,3.53,4.37,4.97,11.15%,8.95%,8.20%,8.68%,7.76%,9.86%,3.90%,13.87%,7.88%,11.52%,12.37%,12.13%
14/10/2011 07:00,3.53,4.37,4.97,11.21%,9.04%,8.17%,8.58%,7.80%,9.97%,3.90%,13.80%,7.88%,11.41%,12.41%,12.13%
14/10/2011 08:00,3.52,4.36,4.96,11.14%,9.00%,8.38%,8.49%,7.74%,9.93%,4.03%,13.88%,7.81%,11.56%,12.37%,12.13%
14/10/2011 09:00,3.52,4.36,4.96,11.14%,8.97%,8.12%,8.71%,7.82%,9.93%,4.03%,13.85%,7.79%,11.52%,12.37%,12.13%
14/10/2011 10:00,3.52,4.36,4.96,10.93%,8.86%,8.33%,8.53%,7.68%,9.92%,3.98%,13.83%,7.53%,11.56%,12.29%,12.13%
14/10/2011 11:00,3.52,4.37,4.98,11.16%,8.81%,8.42%,8.58%,7.70%,10.01%,3.97%,13.85%,7.55%,11.52%,12.33%,12.13%
14/10/2011 12:00,3.52,4.38,4.99,11.06%,8.99%,8.26%,8.58%,7.49%,10.00%,3.91%,13.93%,7.65%,11.44%,12.41%,12.13%
14/10/2011 13:00,3.52,4.38,4.98,10.95%,9.00%,8.12%,8.68%,7.54%,9.93%,3.91%,13.85%,7.64%,11.38%,12.29%,12.13%
14/10/2011 14:00,3.52,4.38,4.99,11.03%,9.11%,8.25%,8.68%,7.54%,9.91%,4.09%,13.98%,7.59%,11.25%,12.46%,12.13%
14/10/2011 15:00,3.52,4.4,5.02,10.97%,9.08%,8.16%,8.68%,7.54%,9.92%,4.08%,13.88%,7.65%,11.42%,12.54%,12.13%
14/10/2011 16:00,3.52,4.4,5.03,11.02%,8.95%,8.12%,8.68%,7.65%,9.96%,4.09%,13.80%,7.58%,11.38%,12.53%,12.13%
14/10/2011 17:00,3.51,4.39,5.02,10.97%,8.85%,8.25%,8.58%,7.51%,9.92%,4.04%,13.93%,7.81%,11.38%,12.33%,12.13%
14/10/2011 18:00,3.52,4.4,5.03,10.94%,9.02%,8.07%,8.58%,7.61%,9.83%,4.03%,13.93%,7.83%,11.38%,12.25%,12.13%
14/10/2011 19:00,3.52,4.4,5.03,10.99%,8.94%,8.34%,8.58%,7.72%,9.88%,4.08%,13.68%,7.83%,11.38%,12.37%,12.20%
14/10/2011 20:00,3.53,4.4,5.03,11.10%,9.11%,8.25%,8.53%,7.60%,9.96%,4.14%,13.93%,7.99%,11.38%,12.32%,12.23%
14/10/2011 21:00,3.52,4.38,4.99,10.98%,8.93%,8.30%,8.58%,7.74%,9.98%,4.08%,13.58%,7.96%,11.33%,12.27%,12.20%
14/10/2011 22:00,3.52,4.37,4.97,11.11%,8.85%,8.22%,8.49%,7.70%,9.99%,4.14%,13.76%,7.92%,11.42%,12.34%,12.23%
14/10/2011 23:00,3.53,4.38,4.99,11.21%,8.93%,8.25%,8.49%,8.01%,9.91%,4.09%,13.76%,7.89%,11.38%,12.35%,12.16%
15/10/2011 00:00,3.52,4.37,4.98,11.15%,8.93%,8.38%,8.58%,8.08%,10.14%,4.03%,13.65%,7.89%,11.38%,12.23%,12.23%
15/10/2011 01:00,3.53,4.38,4.98,11.24%,9.02%,8.12%,8.68%,7.81%,9.91%,4.09%,13.76%,7.92%,11.38%,12.39%,12.23%
15/10/2011 02:00,3.52,4.37,4.98,11.12%,9.02%,8.02%,8.68%,7.80%,9.96%,4.07%,13.60%,8.00%,11.35%,12.19%,12.27%
15/10/2011 03:00,3.52,4.37,4.98,11.21%,9.02%,8.25%,8.66%,7.65%,10.01%,3.97%,13.63%,7.82%,11.32%,12.39%,12.27%
15/10/2011 04:00,3.53,4.37,4.97,11.27%,8.99%,8.17%,8.49%,7.80%,9.81%,3.96%,13.68%,7.84%,11.52%,12.39%,12.20%
15/10/2011 05:00,3.53,4.37,4.97,11.21%,9.02%,8.29%,8.44%,8.02%,9.91%,4.08%,13.68%,7.74%,11.59%,12.39%,12.23%
15/10/2011 06:00,3.52,4.36,4.96,11.08%,9.11%,8.25%,8.49%,7.84%,10.00%,4.03%,13.72%,7.90%,11.59%,12.39%,12.20%
15/10/2011 07:00,3.52,4.36,4.96,11.25%,9.11%,8.15%,8.49%,7.78%,10.00%,4.01%,13.65%,7.64%,11.21%,12.39%,12.23%
15/10/2011 08:00,3.53,4.36,4.96,11.02%,8.94%,8.20%,8.62%,7.68%,9.95%,4.15%,13.60%,7.73%,11.45%,12.39%,12.27%
15/10/2011 09:00,3.52,4.36,4.96,10.98%,9.08%,8.37%,8.30%,7.84%,10.18%,4.07%,13.63%,7.56%,11.46%,12.39%,12.23%
15/10/2011 10:00,3.52,4.36,4.95,10.88%,8.90%,8.28%,8.34%,7.50%,9.82%,4.08%,13.55%,7.69%,11.43%,12.30%,12.23%
15/10/2011 11:00,3.53,4.37,4.98,11.06%,8.94%,8.21%,8.66%,7.89%,9.91%,4.08%,13.65%,7.64%,11.38%,12.39%,12.32%
15/10/2011 12:00,3.52,4.37,4.98,11.04%,9.11%,8.24%,8.53%,7.73%,9.84%,4.15%,13.60%,7.72%,11.35%,12.39%,12.27%
15/10/2011 13:00,3.52,4.37,4.98,10.98%,9.02%,8.33%,8.58%,7.58%,9.98%,4.02%,13.63%,7.70%,11.34%,12.42%,12.27%
15/10/2011 14:00,3.52,4.38,4.99,11.09%,8.94%,8.12%,8.68%,7.58%,9.93%,4.04%,13.60%,7.64%,11.48%,12.39%,12.27%
15/10/2011 15:00,3.52,4.4,5.02,10.92%,9.11%,8.21%,8.40%,7.58%,9.98%,3.96%,13.55%,7.64%,11.59%,12.39%,12.32%
15/10/2011 16:00,3.52,4.41,5.04,10.95%,8.85%,8.24%,8.49%,7.63%,9.99%,4.01%,13.65%,7.56%,11.58%,12.22%,12.37%
15/10/2011 17:00,3.52,4.4,5.03,11.00%,8.84%,8.38%,8.49%,7.54%,10.10%,3.86%,13.65%,7.83%,11.54%,12.30%,12.42%
15/10/2011 18:00,3.52,4.4,5.03,11.02%,8.93%,8.42%,8.62%,7.92%,10.06%,3.78%,13.60%,7.71%,11.62%,12.30%,12.32%
15/10/2011 19:00,3.52,4.4,5.03,10.93%,8.88%,8.16%,8.66%,7.55%,9.98%,3.89%,13.65%,7.89%,11.58%,12.42%,12.27%
15/10/2011 20:00,3.53,4.39,5,11.05%,8.97%,8.21%,8.65%,7.51%,10.00%,3.90%,13.60%,7.87%,11.54%,12.46%,12.28%
15/10/2011 21:00,3.53,4.38,4.98,10.96%,8.92%,8.29%,8.62%,7.72%,10.03%,3.95%,13.60%,7.65%,11.58%,12.38%,12.28%
15/10/2011 22:00,3.53,4.38,4.98,11.06%,8.91%,8.21%,8.49%,7.92%,9.99%,3.90%,13.65%,8.07%,11.43%,12.36%,12.37%
15/10/2011 23:00,3.52,4.37,4.98,11.10%,8.96%,8.25%,8.70%,7.60%,10.03%,3.89%,13.60%,7.77%,11.51%,12.43%,12.23%
16/10/2011 00:00,3.53,4.38,4.98,11.26%,8.83%,8.11%,8.70%,7.60%,10.03%,4.20%,13.68%,7.77%,11.50%,12.47%,12.14%
16/10/2011 01:00,3.52,4.37,4.98,11.15%,8.79%,8.29%,8.61%,8.02%,10.03%,4.14%,13.61%,7.88%,11.55%,12.35%,12.09%
16/10/2011 02:00,3.53,4.37,4.98,10.96%,8.92%,8.38%,8.58%,7.64%,10.01%,4.01%,13.60%,7.79%,11.55%,12.26%,12.42%
16/10/2011 03:00,3.52,4.36,4.97,11.20%,8.88%,8.42%,8.61%,8.12%,10.01%,4.08%,13.66%,7.79%,11.36%,12.39%,12.23%
16/10/2011 04:00,3.52,4.37,4.97,11.10%,8.84%,8.28%,8.44%,7.87%,9.98%,4.07%,13.68%,7.91%,11.51%,12.35%,12.42%
16/10/2011 05:00,3.53,4.37,4.98,11.02%,9.02%,8.25%,8.56%,7.60%,9.98%,4.13%,13.69%,8.07%,11.51%,12.40%,12.05%
16/10/2011 06:00,3.53,4.36,4.97,10.90%,8.85%,8.16%,8.61%,8.07%,10.00%,4.01%,13.65%,7.80%,11.52%,12.31%,12.19%
16/10/2011 07:00,3.53,4.36,4.97,11.06%,8.93%,8.16%,8.56%,7.67%,9.94%,3.92%,13.74%,7.70%,11.47%,12.24%,12.37%
16/10/2011 08:00,3.53,4.37,4.97,10.96%,9.02%,8.15%,8.38%,7.83%,9.98%,3.97%,13.68%,7.64%,11.54%,12.21%,12.14%
16/10/2011 09:00,3.53,4.36,4.97,11.08%,9.02%,8.16%,8.47%,7.59%,10.06%,4.01%,13.66%,7.52%,11.54%,12.24%,12.18%
16/10/2011 10:00,3.52,4.36,4.95,11.09%,9.02%,8.20%,8.42%,7.78%,9.98%,4.03%,13.68%,7.68%,11.55%,12.31%,12.18%
16/10/2011 11:00,3.53,4.37,4.98,11.04%,8.75%,8.12%,8.47%,7.54%,10.01%,4.03%,13.68%,7.66%,11.58%,12.27%,12.00%
16/10/2011 12:00,3.52,4.37,4.98,10.91%,8.84%,8.24%,8.48%,7.62%,9.98%,4.13%,13.77%,7.86%,11.54%,12.23%,12.14%
16/10/2011 13:00,3.53,4.38,4.99,10.92%,8.84%,8.24%,8.44%,7.57%,9.99%,4.14%,13.69%,7.87%,11.58%,12.19%,12.13%
16/10/2011 14:00,3.51,4.37,4.98,10.92%,8.92%,8.03%,8.44%,7.63%,10.03%,4.13%,13.68%,7.79%,11.46%,12.32%,12.13%
16/10/2011 15:00,3.52,4.38,4.99,10.99%,8.83%,8.16%,8.40%,7.61%,10.09%,3.91%,13.77%,7.70%,11.44%,12.28%,12.25%
16/10/2011 16:00,3.52,4.39,5.01,10.95%,8.90%,8.24%,8.34%,7.43%,10.06%,3.95%,13.77%,7.69%,11.35%,12.32%,12.25%
16/10/2011 17:00,3.53,4.4,5.03,11.02%,8.90%,8.03%,8.30%,7.42%,10.17%,4.12%,13.72%,7.59%,11.48%,12.32%,12.25%
16/10/2011 18:00,3.52,4.4,5.02,10.98%,8.90%,8.24%,8.52%,7.78%,9.97%,4.01%,13.77%,7.52%,11.48%,12.37%,12.25%
16/10/2011 19:00,3.52,4.39,5.01,10.92%,8.90%,8.19%,8.46%,7.64%,10.09%,3.73%,13.72%,7.81%,11.48%,12.39%,12.25%
16/10/2011 20:00,3.52,4.39,5,11.10%,8.90%,8.16%,8.42%,7.61%,9.92%,3.84%,13.77%,7.95%,11.48%,12.25%,12.25%
16/10/2011 21:00,3.53,4.38,4.99,11.12%,8.90%,8.12%,8.34%,7.61%,10.20%,4.11%,13.68%,7.92%,11.48%,12.42%,12.25%
16/10/2011 22:00,3.52,4.37,4.98,11.04%,8.90%,8.16%,8.42%,7.65%,9.92%,3.95%,13.68%,7.82%,11.45%,12.11%,12.25%
16/10/2011 23:00,3.52,4.37,4.98,11.02%,8.90%,8.15%,8.42%,7.63%,10.20%,3.89%,13.77%,7.84%,11.37%,12.46%,12.25%
17/10/2011 00:00,3.52,4.37,4.98,10.94%,8.90%,8.11%,8.46%,7.68%,10.16%,3.84%,13.77%,7.85%,11.48%,12.34%,12.25%
17/10/2011 01:00,3.53,4.38,4.99,10.94%,8.82%,8.15%,8.46%,7.68%,10.01%,4.07%,13.72%,7.92%,11.48%,12.34%,12.20%
17/10/2011 02:00,3.52,4.37,4.98,11.02%,8.90%,8.20%,8.46%,7.63%,10.11%,3.95%,13.72%,7.74%,11.41%,12.37%,12.25%
17/10/2011 03:00,3.53,4.37,4.97,10.97%,8.90%,8.11%,8.46%,7.95%,10.01%,4.06%,13.77%,7.70%,11.34%,12.49%,12.25%
17/10/2011 04:00,3.53,4.37,4.97,10.89%,8.90%,8.07%,8.46%,7.57%,10.06%,3.89%,13.77%,7.59%,11.48%,12.42%,12.25%
17/10/2011 05:00,3.53,4.37,4.97,10.92%,8.90%,8.15%,8.46%,7.81%,9.92%,4.12%,13.77%,7.71%,11.57%,12.49%,12.25%
17/10/2011 06:00,3.53,4.37,4.98,11.10%,8.90%,8.19%,8.46%,7.76%,10.20%,4.11%,13.72%,7.69%,11.35%,12.45%,12.25%
17/10/2011 07:00,3.54,4.37,4.97,10.99%,8.82%,8.02%,8.55%,7.54%,9.93%,3.90%,13.72%,7.54%,11.64%,12.49%,12.25%
17/10/2011 08:00,3.53,4.36,4.96,10.86%,8.90%,8.23%,8.46%,7.63%,10.13%,3.74%,13.72%,7.63%,11.55%,12.46%,12.25%
17/10/2011 09:00,3.53,4.37,4.96,11.09%,8.90%,8.19%,8.46%,7.54%,10.01%,4.13%,13.77%,7.71%,11.44%,12.37%,12.25%
17/10/2011 10:00,3.52,4.36,4.96,10.96%,8.90%,8.15%,8.46%,7.48%,10.13%,3.96%,13.77%,7.74%,11.41%,12.49%,12.25%
17/10/2011 11:00,3.53,4.37,4.98,11.10%,8.82%,8.19%,8.46%,7.42%,10.12%,3.90%,13.77%,7.94%,11.44%,12.49%,12.25%
17/10/2011 12:00,3.52,4.37,4.98,11.04%,8.90%,8.19%,8.46%,7.79%,10.24%,4.02%,13.82%,7.90%,11.48%,12.40%,12.25%
17/10/2011 13:00,3.52,4.38,4.98,10.91%,8.90%,8.02%,8.46%,7.30%,10.13%,3.84%,13.77%,7.73%,11.36%,12.33%,12.25%
17/10/2011 14:00,3.52,4.38,4.99,11.04%,8.90%,8.06%,8.46%,7.77%,10.00%,3.89%,13.77%,7.84%,11.48%,12.45%,12.16%
17/10/2011 15:00,3.52,4.38,4.99,11.07%,8.90%,8.06%,8.46%,7.49%,10.03%,4.06%,13.77%,7.91%,11.46%,12.33%,12.16%
17/10/2011 16:00,3.52,4.4,5.02,11.07%,8.90%,8.10%,8.46%,7.51%,10.06%,4.06%,13.77%,7.70%,11.56%,12.41%,12.32%
17/10/2011 17:00,3.52,4.39,5.01,11.13%,8.90%,8.00%,8.46%,7.27%,9.82%,4.06%,13.77%,7.64%,11.56%,12.33%,11.92%
17/10/2011 18:00,3.52,4.39,5.01,10.98%,8.81%,8.12%,8.46%,7.42%,9.89%,3.99%,13.77%,7.55%,11.59%,12.28%,12.12%
17/10/2011 19:00,3.52,4.39,5,10.95%,8.94%,8.10%,8.37%,7.57%,9.78%,3.95%,13.76%,7.65%,11.29%,12.44%,12.05%
17/10/2011 20:00,3.53,4.39,5,10.97%,8.76%,8.19%,8.46%,7.77%,9.85%,3.95%,13.82%,7.62%,11.52%,12.17%,11.99%
17/10/2011 21:00,3.53,4.38,4.98,10.92%,8.92%,8.18%,8.46%,7.54%,10.01%,3.95%,13.77%,7.78%,11.52%,12.23%,12.12%
17/10/2011 22:00,3.53,4.38,4.99,10.97%,9.01%,8.23%,8.46%,7.64%,9.96%,4.00%,13.82%,7.62%,11.59%,12.19%,12.12%
17/10/2011 23:00,3.53,4.38,4.99,11.10%,8.72%,8.10%,8.46%,7.73%,9.89%,4.06%,13.77%,7.86%,11.56%,12.26%,12.09%
18/10/2011 00:00,3.53,4.38,4.98,11.04%,8.80%,8.09%,8.46%,7.65%,9.96%,4.06%,13.77%,7.73%,11.53%,12.30%,12.03%
18/10/2011 01:00,3.53,4.37,4.98,10.96%,8.87%,8.14%,8.46%,7.78%,9.89%,4.06%,13.91%,7.63%,11.56%,12.30%,11.99%
18/10/2011 02:00,3.52,4.36,4.97,11.04%,9.01%,7.96%,8.46%,7.69%,9.94%,4.06%,13.77%,7.66%,11.59%,12.26%,12.03%
18/10/2011 03:00,3.53,4.37,4.97,10.87%,8.80%,7.94%,8.46%,7.69%,9.89%,4.06%,13.85%,7.62%,11.51%,12.20%,12.03%
18/10/2011 04:00,3.54,4.38,4.98,11.11%,8.94%,8.15%,8.46%,7.54%,9.97%,4.06%,13.80%,7.62%,11.56%,12.30%,12.03%
18/10/2011 05:00,3.53,4.37,4.97,10.98%,8.90%,8.26%,8.46%,7.54%,9.90%,4.06%,13.83%,7.64%,11.59%,12.26%,11.99%
18/10/2011 06:00,3.53,4.36,4.96,11.09%,8.63%,8.10%,8.46%,7.72%,9.85%,3.96%,13.83%,7.69%,11.53%,12.30%,12.03%
18/10/2011 07:00,3.54,4.37,4.97,11.12%,8.90%,8.30%,8.46%,7.77%,10.21%,3.95%,13.85%,7.87%,11.53%,12.30%,12.03%
18/10/2011 08:00,3.53,4.36,4.96,11.02%,8.72%,8.30%,8.46%,7.71%,9.85%,3.96%,13.87%,7.91%,11.53%,12.30%,12.03%
18/10/2011 09:00,3.54,4.37,4.96,11.16%,8.90%,8.23%,8.46%,7.82%,9.90%,4.22%,13.83%,7.93%,11.56%,12.30%,12.03%
18/10/2011 10:00,3.52,4.35,4.95,11.11%,8.92%,8.26%,8.46%,7.44%,9.82%,4.11%,13.91%,7.88%,11.52%,12.30%,12.03%
18/10/2011 11:00,3.52,4.37,4.97,11.04%,8.96%,8.05%,8.46%,7.96%,9.82%,3.89%,14.04%,7.72%,11.34%,12.30%,12.03%
18/10/2011 12:00,3.52,4.37,4.98,11.01%,8.87%,8.34%,8.46%,7.47%,9.82%,4.06%,13.93%,7.74%,11.37%,12.30%,12.03%
18/10/2011 13:00,3.52,4.37,4.98,11.12%,8.83%,8.14%,8.46%,7.58%,10.08%,4.06%,13.99%,7.77%,11.29%,12.05%,12.03%
18/10/2011 14:00,3.52,4.38,4.98,11.12%,8.83%,8.17%,8.46%,7.57%,9.93%,3.99%,13.96%,7.69%,11.29%,12.34%,12.03%
18/10/2011 15:00,3.52,4.38,4.99,11.15%,8.92%,8.25%,8.46%,7.63%,10.00%,4.16%,13.96%,7.57%,11.29%,12.26%,12.03%
18/10/2011 16:00,3.52,4.39,5.01,11.08%,8.97%,8.37%,8.46%,7.23%,10.00%,3.95%,14.04%,7.93%,11.32%,12.33%,12.03%
18/10/2011 17:00,3.52,4.4,5.02,11.08%,8.89%,8.30%,8.46%,7.67%,10.01%,3.95%,13.99%,7.74%,11.35%,12.29%,12.03%
18/10/2011 18:00,3.52,4.4,5.01,11.15%,8.89%,8.16%,8.46%,7.52%,9.96%,3.99%,13.91%,7.70%,11.45%,12.29%,12.03%
18/10/2011 19:00,3.52,4.39,5.01,11.10%,8.89%,8.25%,8.46%,7.59%,9.88%,4.00%,13.99%,7.54%,11.45%,12.33%,12.03%
18/10/2011 20:00,3.53,4.39,5,10.99%,8.74%,8.16%,8.46%,7.40%,9.78%,4.11%,14.04%,7.56%,11.38%,12.29%,12.03%
18/10/2011 21:00,3.53,4.38,4.98,10.96%,8.89%,8.04%,8.46%,7.32%,9.87%,4.12%,13.82%,7.57%,11.41%,12.34%,12.07%
18/10/2011 22:00,3.53,4.38,4.99,10.95%,8.89%,8.25%,8.46%,7.48%,9.82%,4.00%,13.94%,7.79%,11.41%,12.30%,12.10%
18/10/2011 23:00,3.53,4.38,4.99,11.09%,8.89%,8.12%,8.46%,7.53%,9.87%,4.00%,13.91%,7.49%,11.41%,12.15%,12.03%
19/10/2011 00:00,3.53,4.37,4.98,11.09%,8.89%,8.07%,8.41%,7.54%,9.76%,4.22%,13.82%,7.57%,11.35%,12.31%,12.10%
19/10/2011 01:00,3.53,4.37,4.98,10.93%,8.89%,8.29%,8.46%,8.05%,9.78%,3.99%,13.79%,7.83%,11.32%,12.07%,12.14%
19/10/2011 02:00,3.53,4.37,4.98,10.93%,8.84%,8.16%,8.46%,7.54%,9.70%,4.16%,13.91%,7.72%,11.29%,12.18%,12.10%
19/10/2011 03:00,3.53,4.37,4.98,11.09%,8.74%,7.91%,8.50%,7.92%,9.74%,4.28%,13.87%,7.38%,11.29%,12.27%,12.14%
19/10/2011 04:00,3.53,4.37,4.98,11.12%,8.89%,8.16%,8.45%,7.81%,10.03%,4.17%,14.04%,7.58%,11.29%,12.10%,12.17%
19/10/2011 05:00,3.53,4.37,4.97,11.26%,8.89%,8.07%,8.46%,7.59%,9.83%,4.00%,13.91%,7.67%,11.29%,12.14%,12.17%
19/10/2011 06:00,3.53,4.37,4.98,11.12%,8.84%,8.07%,8.41%,7.60%,9.99%,4.11%,13.79%,7.71%,11.29%,12.06%,12.17%
