,kPa,kPa,kPa,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol,%vol
DateTime,Water potential (1.30 from tree),,,Soil Mositure (1m from tree),,,,Soil Mositure (3m from tree),,,,Soil Mositure (8m from tree),,,
DateTime,25 cm,50 cm,75 cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm,25 cm,50 cm,75 cm,100cm
21/09/2011 15:00,3.51,4.37,4.99,11.23%,9.07%,8.50%,8.71%,8.09%,10.32%,4.00%,14.18%,8.35%,11.93%,13.03%,12.82%
21/09/2011 16:00,3.5,4.37,5,11.20%,9.07%,8.33%,8.75%,8.10%,10.36%,4.06%,14.21%,8.08%,11.72%,13.17%,12.85%
21/09/2011 17:00,3.5,4.38,5,11.10%,9.06%,8.53%,8.83%,8.02%,10.32%,4.06%,14.24%,8.16%,11.80%,13.17%,12.85%
21/09/2011 18:00,3.51,4.38,5.01,11.10%,9.06%,8.47%,8.83%,7.87%,10.25%,3.94%,14.18%,8.23%,11.73%,12.98%,12.85%
21/09/2011 19:00,3.5,4.37,5,11.16%,8.97%,8.41%,8.83%,7.83%,10.34%,4.01%,14.27%,8.19%,11.73%,13.12%,12.90%
21/09/2011 20:00,3.5,4.37,4.99,11.35%,9.06%,8.45%,8.83%,7.70%,10.21%,3.81%,14.27%,8.43%,11.80%,12.96%,12.85%
21/09/2011 21:00,3.5,4.37,4.98,11.41%,8.89%,8.44%,8.83%,7.99%,10.53%,3.94%,14.30%,8.38%,11.68%,12.96%,12.90%
21/09/2011 22:00,3.51,4.36,4.96,11.36%,9.06%,8.27%,8.83%,7.90%,10.25%,3.87%,14.30%,8.34%,11.89%,12.96%,12.90%
21/09/2011 23:00,3.51,4.35,4.95,11.48%,9.06%,8.50%,8.83%,7.91%,10.46%,4.06%,14.27%,8.41%,11.84%,12.88%,12.90%
22/09/2011 00:00,3.51,4.35,4.96,11.34%,9.06%,8.48%,8.83%,8.29%,10.37%,3.88%,14.30%,8.47%,11.93%,12.88%,12.85%
22/09/2011 01:00,3.51,4.36,4.96,11.31%,9.06%,8.28%,8.83%,8.09%,10.09%,3.76%,14.30%,8.30%,11.90%,12.88%,12.95%
22/09/2011 02:00,3.51,4.36,4.96,11.35%,9.06%,8.52%,8.83%,7.97%,10.27%,3.93%,14.30%,8.49%,11.87%,12.88%,12.90%
22/09/2011 03:00,3.51,4.36,4.97,11.35%,9.06%,8.44%,8.83%,8.01%,10.32%,3.95%,14.35%,8.22%,11.75%,12.88%,12.90%
22/09/2011 04:00,3.51,4.36,4.96,11.34%,9.06%,8.45%,8.83%,7.95%,10.27%,4.00%,14.27%,8.16%,11.87%,12.88%,12.95%
22/09/2011 05:00,3.51,4.36,4.96,11.48%,9.07%,8.33%,8.83%,7.99%,10.36%,3.82%,14.30%,8.12%,11.87%,12.88%,12.85%
22/09/2011 06:00,3.52,4.36,4.96,11.36%,8.98%,8.44%,8.83%,8.09%,10.32%,3.76%,14.30%,8.25%,12.02%,12.92%,13.00%
22/09/2011 07:00,3.51,4.35,4.96,11.47%,9.07%,8.60%,8.83%,7.99%,10.27%,4.19%,14.30%,8.28%,11.92%,12.88%,12.90%
22/09/2011 08:00,3.51,4.35,4.96,11.54%,9.07%,8.62%,8.83%,7.80%,10.28%,4.00%,14.30%,8.35%,12.02%,12.88%,12.95%
22/09/2011 09:00,3.51,4.35,4.95,11.29%,8.98%,8.49%,8.83%,7.85%,10.28%,3.88%,14.21%,8.13%,11.82%,12.96%,12.85%
22/09/2011 10:00,3.51,4.35,4.96,11.34%,8.98%,8.43%,8.83%,7.74%,10.28%,4.06%,14.35%,8.25%,11.91%,12.88%,12.91%
22/09/2011 11:00,3.5,4.35,4.96,11.43%,9.07%,8.48%,8.83%,7.88%,10.32%,3.94%,14.35%,8.18%,11.91%,12.88%,12.91%
22/09/2011 12:00,3.51,4.36,4.96,11.26%,9.07%,8.49%,8.83%,8.01%,10.36%,4.00%,14.25%,8.14%,11.91%,12.88%,12.85%
22/09/2011 13:00,3.51,4.36,4.96,11.25%,9.07%,8.65%,8.83%,8.23%,10.28%,3.82%,14.27%,8.06%,11.87%,12.88%,12.66%
22/09/2011 14:00,3.51,4.37,4.97,11.31%,9.06%,8.54%,8.83%,8.14%,10.19%,3.87%,14.39%,8.16%,11.89%,12.88%,12.87%
22/09/2011 15:00,3.51,4.37,4.99,11.17%,9.06%,8.42%,8.83%,7.97%,10.14%,3.94%,14.27%,8.33%,11.95%,12.88%,12.73%
22/09/2011 16:00,3.51,4.38,5,11.14%,8.97%,8.34%,8.83%,7.82%,10.43%,4.00%,14.35%,8.06%,11.80%,12.88%,12.83%
22/09/2011 17:00,3.51,4.38,5.01,11.26%,9.06%,8.27%,8.83%,7.82%,10.37%,3.99%,14.27%,8.32%,11.77%,12.92%,12.83%
22/09/2011 18:00,3.5,4.38,5,11.10%,8.97%,8.65%,8.83%,7.74%,10.41%,3.94%,14.35%,8.28%,11.73%,12.92%,12.83%
22/09/2011 19:00,3.5,4.37,5,11.18%,9.06%,8.26%,8.83%,7.80%,10.16%,4.06%,14.10%,8.39%,11.73%,12.92%,12.78%
22/09/2011 20:00,3.5,4.37,5,11.47%,9.06%,8.60%,8.83%,7.90%,10.08%,3.93%,14.19%,8.47%,11.80%,12.88%,12.83%
22/09/2011 21:00,3.51,4.37,4.99,11.53%,8.97%,8.55%,8.83%,7.99%,10.29%,4.00%,14.10%,8.48%,11.76%,13.00%,12.83%
22/09/2011 22:00,3.51,4.37,4.98,11.17%,9.06%,8.43%,8.83%,7.95%,10.50%,3.94%,14.18%,8.44%,11.84%,12.94%,12.83%
22/09/2011 23:00,3.51,4.36,4.96,11.34%,9.06%,8.31%,8.87%,7.86%,10.22%,3.82%,14.18%,8.58%,11.96%,12.98%,12.83%
23/09/2011 00:00,3.51,4.36,4.96,11.39%,9.06%,8.36%,8.83%,8.31%,10.09%,3.93%,14.13%,8.39%,11.79%,13.00%,12.83%
23/09/2011 01:00,3.51,4.35,4.95,11.33%,9.06%,8.56%,8.83%,7.80%,10.29%,4.06%,14.08%,8.42%,11.76%,12.94%,12.83%
23/09/2011 02:00,3.51,4.36,4.96,11.29%,8.97%,8.48%,8.83%,8.00%,10.34%,4.00%,14.18%,8.48%,11.83%,13.06%,12.83%
23/09/2011 03:00,3.51,4.35,4.95,11.26%,8.98%,8.48%,8.69%,7.76%,10.50%,3.93%,14.15%,8.46%,11.92%,12.94%,12.83%
23/09/2011 04:00,3.51,4.36,4.96,11.29%,9.07%,8.33%,8.83%,7.80%,10.39%,4.00%,14.10%,8.33%,11.98%,12.97%,12.83%
23/09/2011 05:00,3.51,4.36,4.96,11.35%,8.98%,8.35%,8.83%,7.84%,10.39%,3.87%,14.18%,8.39%,12.09%,13.00%,12.83%
23/09/2011 06:00,3.51,4.36,4.96,11.32%,9.07%,8.27%,8.78%,7.86%,10.32%,4.06%,14.10%,8.30%,12.21%,12.83%,12.83%
23/09/2011 07:00,3.51,4.35,4.96,11.43%,9.07%,8.24%,8.83%,7.84%,10.28%,3.83%,14.15%,8.21%,12.06%,12.87%,12.78%
23/09/2011 08:00,3.52,4.36,4.96,11.35%,9.07%,8.52%,8.78%,7.89%,10.36%,3.81%,14.21%,8.18%,11.85%,12.92%,12.73%
23/09/2011 09:00,3.51,4.36,4.96,11.38%,9.07%,8.36%,8.83%,7.76%,10.36%,3.82%,14.13%,8.25%,12.13%,12.91%,12.78%
23/09/2011 10:00,3.51,4.35,4.96,11.28%,9.07%,8.49%,8.77%,7.99%,10.32%,3.81%,14.18%,8.32%,11.95%,12.88%,12.83%
23/09/2011 11:00,3.51,4.37,4.97,11.33%,9.07%,8.48%,8.83%,7.80%,10.25%,4.05%,14.21%,8.13%,11.90%,12.88%,12.83%
23/09/2011 12:00,3.51,4.36,4.96,11.38%,9.07%,8.52%,8.90%,7.80%,10.36%,4.18%,14.24%,8.14%,11.99%,12.91%,12.78%
23/09/2011 13:00,3.51,4.36,4.96,11.47%,9.07%,8.54%,8.87%,7.99%,10.36%,4.14%,14.21%,8.01%,11.87%,12.88%,12.83%
23/09/2011 14:00,3.5,4.36,4.97,11.39%,8.98%,8.52%,8.87%,7.70%,10.25%,3.87%,14.24%,8.18%,11.91%,12.92%,12.87%
23/09/2011 15:00,3.51,4.38,4.99,11.30%,9.07%,8.33%,8.87%,7.94%,10.23%,4.12%,14.27%,8.12%,11.79%,12.95%,12.90%
23/09/2011 16:00,3.51,4.38,5,11.33%,9.07%,8.46%,8.94%,7.89%,10.32%,3.93%,14.27%,8.21%,11.91%,12.92%,12.88%
23/09/2011 17:00,3.5,4.37,5,11.40%,9.07%,8.26%,8.85%,8.09%,10.39%,4.06%,14.27%,8.23%,12.00%,12.87%,12.88%
23/09/2011 18:00,3.51,4.38,5,11.20%,8.98%,8.51%,8.67%,7.86%,10.32%,4.06%,14.27%,8.33%,11.93%,12.94%,12.70%
23/09/2011 19:00,3.51,4.37,4.99,11.17%,9.07%,8.27%,8.74%,8.01%,10.39%,4.12%,14.27%,8.25%,11.93%,12.85%,12.61%
23/09/2011 20:00,3.51,4.37,4.98,11.38%,9.07%,8.56%,8.68%,7.93%,10.43%,4.11%,14.27%,8.46%,12.03%,13.02%,12.70%
23/09/2011 21:00,3.51,4.36,4.96,11.33%,9.07%,8.38%,8.72%,7.94%,10.30%,4.25%,14.27%,8.45%,11.97%,13.00%,12.61%
23/09/2011 22:00,3.52,4.36,4.96,11.29%,9.07%,8.42%,8.85%,7.98%,10.30%,3.99%,14.27%,8.37%,11.83%,13.05%,12.61%
23/09/2011 23:00,3.51,4.35,4.95,11.38%,8.98%,8.34%,8.76%,7.90%,10.20%,4.00%,14.19%,8.43%,11.87%,13.00%,12.61%
24/09/2011 00:00,3.51,4.36,4.96,11.40%,9.07%,8.16%,8.71%,8.00%,10.34%,4.06%,14.19%,8.52%,11.91%,12.93%,12.61%
24/09/2011 01:00,3.51,4.36,4.96,11.36%,9.07%,8.29%,8.62%,7.86%,10.28%,3.94%,14.27%,8.46%,11.87%,13.01%,12.61%
24/09/2011 02:00,3.51,4.36,4.96,11.33%,9.07%,8.46%,8.80%,7.86%,10.32%,4.05%,14.27%,8.36%,11.91%,12.98%,12.61%
24/09/2011 03:00,3.51,4.35,4.96,11.33%,9.07%,8.44%,8.80%,8.18%,10.28%,3.93%,14.19%,8.09%,11.95%,13.00%,12.61%
24/09/2011 04:00,3.51,4.36,4.96,11.35%,9.07%,8.60%,8.80%,7.94%,10.36%,3.69%,14.27%,8.03%,11.98%,13.05%,12.70%
24/09/2011 05:00,3.51,4.35,4.96,11.29%,9.15%,8.51%,8.89%,8.08%,10.36%,4.07%,14.19%,8.18%,11.92%,12.90%,12.61%
24/09/2011 06:00,3.51,4.35,4.95,11.29%,9.16%,8.34%,8.71%,8.10%,10.28%,3.94%,14.27%,8.25%,12.03%,12.97%,12.61%
24/09/2011 07:00,3.52,4.36,4.96,11.36%,9.07%,8.27%,8.80%,7.95%,10.28%,3.94%,14.27%,8.11%,12.09%,12.97%,12.61%
24/09/2011 08:00,3.52,4.36,4.96,11.25%,9.07%,8.52%,8.62%,7.95%,10.28%,4.01%,14.27%,8.09%,11.99%,13.01%,12.65%
24/09/2011 09:00,3.51,4.35,4.95,11.16%,9.16%,8.56%,8.80%,7.99%,10.32%,4.19%,14.19%,8.09%,11.87%,12.97%,12.79%
24/09/2011 10:00,3.51,4.35,4.95,11.30%,9.07%,8.51%,8.71%,8.03%,10.32%,4.00%,14.19%,8.35%,11.92%,12.91%,12.61%
24/09/2011 11:00,3.52,4.37,4.97,11.36%,9.07%,8.24%,8.80%,7.74%,10.25%,4.01%,14.27%,8.17%,11.91%,12.98%,12.70%
24/09/2011 12:00,3.51,4.36,4.97,11.19%,9.07%,8.49%,8.89%,7.83%,10.25%,3.94%,14.12%,8.23%,11.91%,13.09%,12.61%
24/09/2011 13:00,3.51,4.35,4.96,11.25%,9.07%,8.43%,8.89%,7.92%,10.32%,3.88%,14.19%,8.26%,11.90%,12.99%,12.61%
24/09/2011 14:00,3.5,4.35,4.95,11.28%,9.07%,8.38%,8.89%,7.97%,10.28%,3.94%,14.19%,8.14%,11.94%,12.89%,12.61%
24/09/2011 15:00,3.51,4.36,4.96,11.17%,9.07%,8.27%,8.89%,7.93%,10.25%,3.83%,14.02%,8.13%,11.80%,12.93%,12.61%
24/09/2011 16:00,3.51,4.37,4.97,11.22%,9.07%,8.21%,8.98%,8.05%,10.11%,3.88%,13.94%,8.23%,11.80%,13.01%,12.61%
24/09/2011 17:00,3.5,4.37,4.98,11.17%,8.98%,8.47%,8.80%,7.75%,10.39%,3.94%,14.02%,8.22%,11.68%,12.98%,12.61%
24/09/2011 18:00,3.5,4.37,4.98,11.22%,9.07%,8.47%,8.71%,7.83%,10.18%,4.18%,13.94%,8.30%,11.76%,12.93%,12.61%
24/09/2011 19:00,3.51,4.37,4.98,11.19%,9.07%,8.30%,8.62%,7.70%,10.46%,4.24%,13.94%,8.15%,11.83%,12.84%,12.61%
24/09/2011 20:00,3.51,4.36,4.97,11.25%,8.97%,8.30%,8.71%,7.70%,10.29%,4.06%,14.02%,8.25%,11.82%,12.78%,12.61%
24/09/2011 21:00,3.51,4.36,4.96,11.42%,9.06%,8.52%,8.80%,7.99%,10.25%,4.00%,13.94%,8.43%,11.86%,12.82%,12.61%
24/09/2011 22:00,3.51,4.36,4.96,11.41%,9.06%,8.11%,8.71%,7.89%,10.16%,3.94%,13.94%,8.39%,11.73%,12.86%,12.61%
24/09/2011 23:00,3.51,4.35,4.96,11.36%,9.06%,8.42%,8.71%,7.80%,10.37%,3.87%,13.94%,8.39%,11.73%,12.78%,12.61%
25/09/2011 00:00,3.52,4.36,4.97,11.37%,9.06%,8.39%,8.71%,7.80%,10.53%,3.99%,13.94%,8.46%,11.80%,12.92%,12.61%
25/09/2011 01:00,3.51,4.36,4.96,11.25%,8.97%,8.33%,8.62%,7.99%,10.34%,3.81%,13.94%,8.24%,11.88%,12.85%,12.65%
25/09/2011 02:00,3.51,4.35,4.96,11.24%,9.06%,8.25%,8.62%,8.14%,10.37%,3.94%,14.01%,8.15%,12.03%,12.91%,12.61%
25/09/2011 03:00,3.51,4.36,4.96,11.32%,9.06%,8.31%,8.62%,7.99%,10.34%,4.00%,13.98%,8.25%,11.96%,12.91%,12.61%
25/09/2011 04:00,3.51,4.36,4.96,11.26%,8.97%,8.33%,8.80%,7.80%,10.39%,4.19%,13.98%,8.19%,11.83%,12.95%,12.61%
25/09/2011 05:00,3.51,4.35,4.96,11.42%,8.97%,8.30%,8.71%,7.80%,10.34%,3.88%,14.01%,8.23%,11.81%,12.87%,12.61%
25/09/2011 06:00,3.52,4.36,4.96,11.33%,8.97%,8.29%,8.62%,7.93%,10.34%,4.06%,13.94%,8.18%,11.88%,12.83%,12.61%
25/09/2011 07:00,3.52,4.36,4.96,11.68%,8.97%,8.33%,8.62%,7.88%,10.30%,4.05%,13.94%,7.96%,12.03%,12.82%,12.61%
25/09/2011 08:00,3.51,4.35,4.95,11.46%,9.06%,8.38%,8.71%,8.11%,10.39%,4.06%,13.94%,8.01%,11.87%,12.99%,12.61%
25/09/2011 09:00,3.51,4.35,4.95,11.30%,8.97%,8.29%,8.62%,7.97%,10.34%,3.94%,14.15%,8.13%,11.80%,12.87%,12.61%
25/09/2011 10:00,3.51,4.36,4.96,11.45%,8.89%,8.25%,8.62%,8.00%,10.37%,4.24%,13.98%,8.21%,11.81%,12.99%,12.61%
25/09/2011 11:00,3.51,4.36,4.97,11.09%,8.97%,8.39%,8.62%,7.94%,10.09%,4.01%,13.94%,8.12%,11.77%,12.80%,12.61%
25/09/2011 12:00,3.51,4.36,4.97,11.09%,9.06%,8.30%,8.62%,7.98%,10.29%,3.93%,13.94%,8.30%,11.79%,12.99%,12.68%
25/09/2011 13:00,3.51,4.36,4.96,11.21%,9.01%,8.34%,8.62%,7.65%,10.41%,4.06%,14.01%,8.13%,11.89%,12.92%,12.68%
25/09/2011 14:00,3.51,4.36,4.97,11.31%,8.79%,8.33%,8.62%,7.74%,10.36%,4.06%,13.98%,8.05%,11.94%,12.91%,12.76%
25/09/2011 15:00,3.51,4.37,4.99,11.19%,9.11%,8.39%,8.62%,7.65%,10.04%,4.06%,14.07%,8.13%,11.88%,12.98%,12.76%
25/09/2011 16:00,3.51,4.38,5,11.20%,8.83%,8.25%,8.71%,8.13%,10.24%,4.25%,14.04%,7.92%,12.01%,12.98%,12.76%
25/09/2011 17:00,3.51,4.39,5.01,11.17%,8.86%,8.10%,8.62%,8.13%,10.20%,3.98%,13.98%,8.17%,11.92%,12.98%,12.76%
25/09/2011 18:00,3.5,4.38,5,11.25%,8.95%,8.47%,8.62%,7.94%,10.23%,4.11%,14.07%,8.27%,11.96%,12.95%,12.80%
25/09/2011 19:00,3.51,4.38,5.01,11.16%,9.02%,8.39%,8.62%,7.96%,10.26%,4.10%,14.04%,8.22%,12.02%,13.03%,12.76%
25/09/2011 20:00,3.51,4.38,5,11.14%,8.95%,8.38%,8.62%,7.96%,10.30%,4.23%,14.04%,8.24%,11.99%,12.90%,12.76%
25/09/2011 21:00,3.51,4.37,4.98,11.37%,9.09%,8.33%,8.62%,7.78%,10.22%,4.04%,14.07%,8.43%,12.02%,12.98%,12.80%
25/09/2011 22:00,3.51,4.36,4.96,11.51%,8.90%,8.19%,8.62%,7.74%,10.34%,4.17%,14.07%,8.16%,11.77%,13.02%,12.76%
25/09/2011 23:00,3.51,4.36,4.96,11.39%,9.04%,8.38%,8.62%,7.80%,10.30%,4.10%,14.07%,8.36%,11.84%,12.96%,12.76%
26/09/2011 00:00,3.51,4.36,4.96,11.36%,9.22%,8.45%,8.62%,7.85%,10.23%,4.12%,14.07%,8.28%,11.81%,13.07%,12.76%
26/09/2011 01:00,3.52,4.36,4.97,11.40%,9.10%,8.33%,8.62%,7.89%,10.35%,3.91%,14.07%,8.30%,11.85%,12.88%,12.76%
26/09/2011 02:00,3.51,4.36,4.96,11.48%,8.91%,8.23%,8.62%,7.80%,10.26%,4.18%,14.07%,8.29%,11.83%,12.93%,12.76%
26/09/2011 03:00,3.51,4.36,4.96,11.57%,8.78%,8.30%,8.62%,7.90%,10.23%,3.99%,14.07%,8.06%,11.79%,12.96%,12.76%
26/09/2011 04:00,3.52,4.36,4.96,11.29%,8.92%,8.26%,8.62%,7.80%,10.22%,4.11%,14.07%,8.18%,11.83%,12.89%,12.76%
26/09/2011 05:00,3.51,4.35,4.96,11.36%,9.01%,8.42%,8.62%,7.80%,10.21%,4.18%,14.07%,8.24%,11.80%,12.88%,12.76%
26/09/2011 06:00,3.51,4.35,4.96,11.32%,9.11%,8.14%,8.62%,7.70%,10.07%,4.18%,14.07%,8.05%,11.77%,12.92%,12.75%
26/09/2011 07:00,3.52,4.36,4.96,11.31%,8.97%,8.46%,8.62%,7.74%,10.39%,4.00%,14.07%,8.19%,11.73%,13.07%,12.80%
26/09/2011 08:00,3.52,4.35,4.96,11.26%,9.06%,8.18%,8.62%,7.78%,10.31%,4.05%,14.07%,8.32%,11.80%,12.86%,12.80%
26/09/2011 09:00,3.52,4.36,4.96,11.39%,8.78%,8.36%,8.62%,7.97%,10.15%,3.99%,14.07%,8.34%,11.70%,12.82%,12.75%
26/09/2011 10:00,3.51,4.36,4.96,11.43%,9.06%,8.28%,8.62%,7.90%,10.16%,4.05%,14.07%,8.21%,11.76%,12.85%,12.85%
26/09/2011 11:00,3.51,4.36,4.97,11.17%,8.97%,8.25%,8.62%,7.80%,10.18%,3.98%,14.07%,8.03%,11.85%,12.82%,12.90%
26/09/2011 12:00,3.5,4.36,4.96,11.21%,9.05%,8.23%,8.62%,8.22%,10.15%,4.05%,14.07%,8.03%,11.89%,13.00%,12.80%
26/09/2011 13:00,3.51,4.37,4.97,11.15%,8.92%,8.23%,8.62%,7.75%,10.30%,4.15%,14.07%,8.18%,11.89%,12.88%,12.97%
26/09/2011 14:00,3.5,4.37,4.99,11.28%,9.12%,8.28%,8.62%,7.69%,10.27%,4.23%,14.07%,8.24%,11.93%,12.96%,13.05%
26/09/2011 15:00,3.51,4.38,5,11.04%,8.88%,8.51%,8.62%,7.94%,10.18%,4.17%,14.12%,8.13%,11.88%,13.00%,13.00%
26/09/2011 16:00,3.51,4.39,5.02,11.35%,9.00%,8.33%,8.62%,8.04%,10.14%,4.34%,14.12%,8.06%,11.88%,12.91%,13.09%
26/09/2011 17:00,3.51,4.38,5.01,11.17%,8.81%,8.35%,8.62%,8.09%,10.18%,4.33%,14.16%,8.09%,11.95%,12.83%,13.09%
26/09/2011 18:00,3.51,4.38,5.01,11.17%,9.05%,8.47%,8.62%,8.15%,10.14%,4.33%,14.12%,8.31%,12.12%,12.88%,12.91%
26/09/2011 19:00,3.51,4.38,5.01,11.16%,9.05%,8.20%,8.62%,7.90%,10.08%,4.27%,14.15%,8.18%,12.04%,12.83%,12.77%
26/09/2011 20:00,3.51,4.39,5.01,11.11%,9.05%,8.28%,8.62%,7.87%,10.13%,4.38%,14.16%,8.41%,11.89%,12.88%,12.73%
26/09/2011 21:00,3.52,4.38,5,11.30%,9.05%,8.44%,8.62%,7.88%,10.06%,4.15%,14.12%,8.38%,12.02%,12.92%,12.73%
26/09/2011 22:00,3.51,4.37,4.97,11.45%,9.00%,8.42%,8.62%,7.89%,10.26%,4.28%,14.19%,8.26%,11.91%,12.89%,12.73%
26/09/2011 23:00,3.51,4.36,4.96,11.32%,8.91%,8.19%,8.62%,7.70%,10.24%,4.39%,14.24%,8.32%,12.01%,12.89%,12.73%
27/09/2011 00:00,3.51,4.36,4.96,11.41%,9.05%,8.14%,8.62%,7.80%,10.32%,4.33%,14.19%,8.19%,11.84%,12.87%,12.73%
27/09/2011 01:00,3.51,4.36,4.96,11.40%,8.99%,8.47%,8.65%,7.80%,10.11%,4.28%,14.07%,8.34%,11.90%,12.87%,12.73%
27/09/2011 02:00,3.52,4.36,4.96,11.42%,8.95%,8.27%,8.65%,7.80%,10.31%,4.16%,14.22%,8.07%,11.85%,12.92%,12.73%
27/09/2011 03:00,3.52,4.36,4.97,11.33%,9.04%,8.32%,8.69%,8.03%,10.06%,4.22%,14.16%,8.15%,11.83%,12.87%,12.73%
27/09/2011 04:00,3.51,4.36,4.96,11.29%,8.99%,8.22%,8.65%,7.85%,10.27%,4.23%,14.15%,8.26%,11.86%,12.83%,12.73%
27/09/2011 05:00,3.51,4.35,4.96,11.37%,8.82%,8.32%,8.56%,7.80%,10.27%,4.04%,14.19%,8.24%,11.77%,12.88%,12.73%
27/09/2011 06:00,3.52,4.36,4.96,11.36%,8.92%,8.22%,8.73%,7.74%,10.29%,4.08%,14.15%,8.08%,11.74%,12.92%,12.73%
27/09/2011 07:00,3.52,4.36,4.96,11.26%,8.97%,8.36%,8.69%,7.78%,10.25%,4.22%,14.22%,8.19%,11.73%,12.87%,12.68%
27/09/2011 08:00,3.51,4.35,4.96,11.38%,9.05%,8.44%,8.73%,7.87%,10.18%,4.29%,14.18%,8.04%,11.80%,12.88%,12.73%
27/09/2011 09:00,3.51,4.35,4.95,11.37%,8.97%,8.50%,8.65%,7.91%,10.18%,4.09%,14.21%,8.14%,11.86%,12.83%,12.73%
27/09/2011 10:00,3.51,4.35,4.96,11.56%,8.96%,8.32%,8.73%,8.09%,10.30%,4.12%,14.15%,8.10%,11.89%,12.85%,12.73%
27/09/2011 11:00,3.51,4.36,4.97,11.18%,9.01%,8.39%,8.69%,8.13%,10.30%,4.17%,14.19%,8.16%,11.85%,12.92%,12.73%
27/09/2011 12:00,3.51,4.36,4.96,11.09%,8.87%,8.24%,8.60%,7.94%,10.22%,4.16%,14.21%,8.03%,11.82%,12.80%,12.73%
27/09/2011 13:00,3.51,4.37,4.98,11.20%,8.97%,8.17%,8.47%,7.75%,10.23%,4.23%,14.22%,8.04%,11.84%,12.96%,12.73%
27/09/2011 14:00,3.51,4.38,5,11.20%,8.91%,8.15%,8.65%,7.75%,10.31%,4.22%,14.22%,8.16%,11.91%,12.92%,12.73%
27/09/2011 15:00,3.51,4.38,5,11.23%,9.00%,8.25%,8.60%,7.84%,10.14%,4.32%,14.33%,7.93%,12.04%,12.88%,12.71%
27/09/2011 16:00,3.51,4.39,5.01,11.09%,9.00%,8.24%,8.64%,8.13%,10.02%,4.28%,14.29%,8.17%,12.01%,12.96%,12.66%
27/09/2011 17:00,3.51,4.39,5.02,11.22%,9.00%,8.32%,8.55%,7.81%,10.24%,4.33%,14.29%,7.98%,12.04%,12.96%,12.73%
27/09/2011 18:00,3.51,4.39,5.01,11.13%,8.96%,8.35%,8.64%,7.96%,10.13%,4.27%,14.25%,8.09%,12.01%,12.92%,12.51%
27/09/2011 19:00,3.51,4.39,5.01,11.15%,9.05%,8.35%,8.60%,7.92%,10.13%,4.32%,14.29%,8.18%,12.01%,12.96%,12.60%
27/09/2011 20:00,3.51,4.39,5.01,11.15%,8.96%,8.17%,8.68%,7.83%,10.11%,4.28%,14.25%,8.36%,12.01%,13.02%,12.51%
27/09/2011 21:00,3.51,4.38,4.99,11.36%,9.05%,8.27%,8.51%,8.06%,10.28%,4.27%,14.38%,8.19%,12.04%,12.99%,12.51%
27/09/2011 22:00,3.52,4.37,4.98,11.34%,9.05%,8.27%,8.73%,7.95%,10.06%,4.33%,14.16%,8.22%,12.08%,13.01%,12.51%
27/09/2011 23:00,3.51,4.36,4.96,11.29%,9.05%,8.41%,8.59%,7.80%,10.16%,4.22%,14.38%,8.15%,12.12%,12.98%,12.51%
28/09/2011 00:00,3.51,4.36,4.96,11.44%,9.00%,8.21%,8.49%,7.90%,10.33%,4.32%,14.25%,8.18%,11.98%,12.83%,12.51%
28/09/2011 01:00,3.52,4.36,4.97,11.39%,9.05%,8.46%,8.59%,7.87%,10.24%,4.32%,14.21%,8.26%,12.03%,13.08%,12.51%
28/09/2011 02:00,3.52,4.37,4.97,11.24%,8.95%,8.20%,8.49%,8.18%,10.40%,4.32%,14.16%,8.25%,11.93%,12.98%,12.51%
28/09/2011 03:00,3.52,4.36,4.97,11.41%,8.90%,8.14%,8.49%,7.86%,10.30%,4.28%,14.38%,8.28%,11.97%,13.08%,12.57%
28/09/2011 04:00,3.51,4.36,4.97,11.33%,8.86%,8.35%,8.68%,7.90%,10.22%,4.28%,14.30%,8.06%,11.88%,13.08%,12.51%
28/09/2011 05:00,3.51,4.36,4.96,11.17%,8.91%,8.14%,8.77%,7.70%,10.29%,4.27%,14.08%,8.14%,11.88%,12.89%,12.51%
28/09/2011 06:00,3.51,4.36,4.96,11.47%,8.97%,8.32%,8.73%,7.80%,10.34%,4.41%,14.25%,8.27%,11.88%,13.01%,12.60%
28/09/2011 07:00,3.51,4.36,4.97,11.32%,9.00%,8.15%,8.77%,7.80%,10.31%,4.23%,14.38%,8.28%,11.93%,13.08%,12.51%
28/09/2011 08:00,3.52,4.37,4.98,11.26%,8.78%,8.29%,8.64%,7.99%,10.27%,4.32%,14.16%,8.02%,11.97%,13.01%,12.51%
28/09/2011 09:00,3.51,4.36,4.97,11.26%,9.01%,8.27%,8.68%,7.70%,10.30%,4.16%,14.16%,8.10%,11.97%,13.08%,12.51%
28/09/2011 10:00,3.51,4.36,4.97,11.36%,9.02%,8.37%,8.59%,7.74%,10.27%,4.16%,14.30%,8.21%,11.97%,13.01%,12.51%
28/09/2011 11:00,3.51,4.37,4.97,11.40%,8.98%,8.31%,8.59%,7.83%,10.27%,4.28%,14.13%,8.25%,12.01%,13.01%,12.51%
28/09/2011 12:00,3.51,4.36,4.96,11.26%,8.96%,8.16%,8.54%,7.92%,10.29%,4.28%,14.16%,8.17%,12.04%,13.08%,12.51%
